Mutation,Selection,Step,ID,Count,Statement
original,attractive,87,441,1,"Imagine your plate as a canvas, each bite a brushstroke painting cosmic vitality. Nourishment becomes art, sparking inner galaxies of unique well-being."
original,attractive,87,442,1,"Embrace your inner alchemist: combine stardust fruits and rebel greens to craft meals that sing with cosmic energy. Each mindful bite sparks a quiet revolution in well-being."
original,attractive,87,443,1,"Imagine your plate as a creative canvas—each vibrant food brushstroke not only fuels your body but reveals hidden realms of joyful, radiant well-being."
original,attractive,87,444,1,"Dare to dine under moonbeams: savor cosmic veggies and meteor-fruits. Let each bite echo a rebel rhythm of inner harmony and starlit vitality."
original,attractive,88,436,6,"Envision each meal as a brush stroke on your soul’s canvas—where vibrant foods mix with inner energy to create a living masterpiece of well-being."
original,attractive,88,439,2,"Feed your inner cosmos: every mindful bite nurtures a tiny ecosystem within, sparking luminous harmony between gut, soul, and vibrant well-being."
original,attractive,88,441,7,"Imagine your plate as a canvas, each bite a brushstroke painting cosmic vitality. Nourishment becomes art, sparking inner galaxies of unique well-being."
original,attractive,88,442,2,"Embrace your inner alchemist: combine stardust fruits and rebel greens to craft meals that sing with cosmic energy. Each mindful bite sparks a quiet revolution in well-being."
original,attractive,88,443,1,"Imagine your plate as a creative canvas—each vibrant food brushstroke not only fuels your body but reveals hidden realms of joyful, radiant well-being."
original,attractive,88,444,82,"Dare to dine under moonbeams: savor cosmic veggies and meteor-fruits. Let each bite echo a rebel rhythm of inner harmony and starlit vitality."
original,attractive,88,445,1,"In a tiny universe on your plate, each bite fuses ancient alchemy with modern mindfulness—a cosmic ritual nourishing both gut and soul for vibrant well-being."
original,attractive,88,446,1,"Nourish your inner cosmos with every mindful bite; each vibrant meal crafts a masterpiece of health, sparking creativity and the art of living."
original,attractive,88,447,1,"Eat curious food; let your gut be a universe where each bite fuels a cosmic dialogue of joy, creativity, and vibrant well-being."
original,attractive,88,448,1,"Savor your inner wild garden with every mindful bite—where each flavor sparks cosmic balance and unexpected joy, nurturing a vibrant, unconventional well-being."
original,attractive,88,449,1,"Delve into your plate as if it were a portal: each mindful bite is a small act of cosmic rebellion, nurturing a symphony between soul and body."
original,attractive,89,444,66,"Dare to dine under moonbeams: savor cosmic veggies and meteor-fruits. Let each bite echo a rebel rhythm of inner harmony and starlit vitality."
original,attractive,89,448,2,"Savor your inner wild garden with every mindful bite—where each flavor sparks cosmic balance and unexpected joy, nurturing a vibrant, unconventional well-being."
original,attractive,89,449,32,"Delve into your plate as if it were a portal: each mindful bite is a small act of cosmic rebellion, nurturing a symphony between soul and body."
original,attractive,89,450,1,"Taste the cosmos in every vibrant bite—each flavor fuels not just your body, but awakens your inner garden. Let your plate be a portal to unforeseen harmony."
original,attractive,89,451,1,"Imagine your plate as a canvas: each bite whispers ancient earth’s secrets. Let vibrant greens and zesty spices awaken your inner well-being, blending soul and sustenance."
original,attractive,89,452,1,"Imagine your plate as a canvas where every bite paints cosmic wellness—a wild fusion of mindful choice and elemental joy, sketching a future rich in unconventional health."
original,attractive,89,453,1,"Nourish your inner cosmos with each bite, turning meals into a dance where body and spirit twirl in sync with the universe."
original,attractive,89,454,1,"Nourish your body as a sacred garden—each bite a mindful seed. Experiment boldly with flavors as rituals, cultivating an inner rhythm of lively harmony."
original,attractive,90,452,9,"Imagine your plate as a canvas where every bite paints cosmic wellness—a wild fusion of mindful choice and elemental joy, sketching a future rich in unconventional health."
original,attractive,90,453,4,"Nourish your inner cosmos with each bite, turning meals into a dance where body and spirit twirl in sync with the universe."
original,attractive,90,454,87,"Nourish your body as a sacred garden—each bite a mindful seed. Experiment boldly with flavors as rituals, cultivating an inner rhythm of lively harmony."
original,attractive,90,455,1,"Envision your diet as a vibrant symphony—each bite a note tuning your inner cosmos to play a melody of radiant health and unconventional well-being."
original,attractive,90,456,1,"Elevate your plate to an art form—each vibrant bite a tiny celebration of self-care that fuels not just the body, but the spirit too."
original,attractive,90,457,1,"Taste life like a secret code—each whole food is a vibrant key unlocking a symphony of inner harmony and cosmic well-being."
original,attractive,90,458,1,"Dig into edible art: every bite sparks a cosmic symphony. Unconventional foods light up your inner galaxy, transforming meals into soulful healing."
original,attractive,90,459,1,"In life's cosmic garden, each bite paints your inner canvas. Embrace vibrant foods that spark a mindful dance of nurture, soulfully fuelling radiant well-being."
original,attractive,91,454,32,"Nourish your body as a sacred garden—each bite a mindful seed. Experiment boldly with flavors as rituals, cultivating an inner rhythm of lively harmony."
original,attractive,91,456,11,"Elevate your plate to an art form—each vibrant bite a tiny celebration of self-care that fuels not just the body, but the spirit too."
original,attractive,91,458,13,"Dig into edible art: every bite sparks a cosmic symphony. Unconventional foods light up your inner galaxy, transforming meals into soulful healing."
original,attractive,91,459,44,"In life's cosmic garden, each bite paints your inner canvas. Embrace vibrant foods that spark a mindful dance of nurture, soulfully fuelling radiant well-being."
original,attractive,91,460,1,"Imagine your body as a thriving ecosystem—sow wild, vibrant foods, nurture the roots of your spirit, and watch a garden of well-being burst into life."
original,attractive,91,461,1,"Imagine your body as an enchanted forest: each mindful bite plants seeds of vibrant energy, cultivating a wild, serene ecosystem of health deep within."
original,attractive,91,462,1,"Treat your plate as an art palette; every bite paints vibrant hues in your inner cosmos. Embrace culinary alchemy that nourishes both body and soul."
original,attractive,91,463,1,"Feed your inner cosmos: let each bite be a seed, sparking a vibrant micro-ecosystem that blooms into a unique, radiant tapestry of well-being."
original,attractive,91,464,1,"Imagine your gut as a whimsical hive—every organic bite summons tiny alchemists creating a vibrant, inner symphony of well-being and cosmic health."
original,attractive,92,459,97,"In life's cosmic garden, each bite paints your inner canvas. Embrace vibrant foods that spark a mindful dance of nurture, soulfully fuelling radiant well-being."
original,attractive,92,463,3,"Feed your inner cosmos: let each bite be a seed, sparking a vibrant micro-ecosystem that blooms into a unique, radiant tapestry of well-being."
original,attractive,92,465,1,"Cultivate your inner cosmos with every mindful bite—flavors become stardust fueling a radiant garden of joy and health."
